Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Torino FC,Vincenzo Millico,18,Italy,Second Striker,SS,£900Th.,Torino Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/vincenzo-millico/profil/spieler/390159
Torino FC,Wilfried Stephane Singo,18,Cote d'Ivoire,Centre-Back,CB,£113Th.,Torino Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/wilfried-stephane-singo/profil/spieler/648779
Udinese Calcio,Walace,24,Brazil,Defensive Midfield,DM,£7.65m,Hannover 96,Germany,£5.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/walace/profil/spieler/323954
Udinese Calcio,Rodrigo Becão,23,Brazil,Centre-Back,CB,£6.30m,Esporte Clube Bahia,Brazil,£1.44m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/rodrigo-becao/profil/spieler/410158
Udinese Calcio,Sebastien De Maio,32,France,Centre-Back,CB,£900Th.,Bologna FC 1909,Italy,£1.35m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/sebastien-de-maio/profil/spieler/56830
Udinese Calcio,Cristo,21,Spain,Centre-Forward,CF,£4.50m,Real Madrid Castilla,Spain,£1.35m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/cristo/profil/spieler/339707
Udinese Calcio,Ilija Nestorovski,29,North Macedonia,Centre-Forward,CF,£3.60m,SSD Palermo,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/ilija-nestorovski/profil/spieler/54581
Udinese Calcio,Mato Jajalo,31,Bosnia-Herzegovina,Defensive Midfield,DM,£900Th.,SSD Palermo,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mato-jajalo/profil/spieler/47513
Udinese Calcio,Nícolas,31,Brazil,Goalkeeper,GK,£630Th.,Hellas Verona,Italy,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolas/profil/spieler/99523
Udinese Calcio,Stefano Okaka,30,Italy,Centre-Forward,CF,£4.50m,Watford FC,England,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/stefano-okaka/profil/spieler/35249
Udinese Calcio,Ken Sema,25,Sweden,Left Midfield,LM,£3.15m,Watford FC,England,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/ken-sema/profil/spieler/252345
Atalanta BC,Franck Kessié,22,Cote d'Ivoire,Central Midfield,CM,£29.70m,AC Milan,Italy,£21.60m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/franck-kessie/profil/spieler/294808
Atalanta BC,Bryan Cristante,24,Italy,Central Midfield,CM,£22.50m,AS Roma,Italy,£18.90m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/bryan-cristante/profil/spieler/199248
Atalanta BC,Andrea Petagna,24,Italy,Centre-Forward,CF,£18.00m,SPAL,Italy,£10.80m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-petagna/profil/spieler/199258
Atalanta BC,Gianluca Mancini,23,Italy,Centre-Back,CB,£19.80m,AS Roma,Italy,Loan fee:£1.80m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/gianluca-mancini/profil/spieler/256448
Atalanta BC,Federico Mattiello,23,Italy,Right-Back,RB,£2.25m,Cagliari Calcio,Italy,Loan fee:£540Th.,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/federico-mattiello/profil/spieler/200194
Atalanta BC,Alberto Almici,26,Italy,Right-Back,RB,£450Th.,Hellas Verona,Italy,£450Th.,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alberto-almici/profil/spieler/163542
Atalanta BC,Davide Agazzi,26,Italy,Central Midfield,CM,£720Th.,AS Livorno,Italy,£360Th.,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/davide-agazzi/profil/spieler/197468
Atalanta BC,Arkadiusz Reca,24,Poland,Left-Back,LB,£3.15m,SPAL,Italy,Loan fee:£360Th.,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/arkadiusz-reca/profil/spieler/268178
Atalanta BC,Etrit Berisha,30,Albania,Goalkeeper,GK,£2.70m,SPAL,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/etrit-berisha/profil/spieler/77825
Atalanta BC,Marco Tumminello,20,Italy,Centre-Forward,CF,£2.07m,Delfino Pescara 1936,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/marco-tumminello/profil/spieler/315850
Atalanta BC,Marco D'Alessandro,28,Italy,Right Midfield,RM,£1.80m,SPAL,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/marco-dalessandro/profil/spieler/99232
Atalanta BC,Andreas Cornelius,26,Denmark,Centre-Forward,CF,£2.70m,Parma Calcio 1913,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/andreas-cornelius/profil/spieler/203412
Atalanta BC,Luca Valzania,23,Italy,Central Midfield,CM,£1.53m,US Cremonese,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-valzania/profil/spieler/287663
Atalanta BC,Alberto Carminati,20,Italy,Right-Back,RB,£45Th.,USD Breno,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alberto-carminati/profil/spieler/397224
Atalanta BC,Luca Zanotti,25,Italy,Goalkeeper,GK,£135Th.,Como 1907,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-zanotti/profil/spieler/202834
Atalanta BC,Francis Gomez,19,The Gambia,Central Midfield,CM,-,Unipomezia Virtus,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/francis-gomez/profil/spieler/693666
Atalanta BC,Alessandro Turrin,22,Italy,Goalkeeper,GK,£68Th.,ASD Manzanese Calcio,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-turrin/profil/spieler/338297
Atalanta BC,Tommaso Tentoni,22,Italy,Right Midfield,RM,£158Th.,Imolese Calcio 1919,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/tommaso-tentoni/profil/spieler/337390
Atalanta BC,Dejan Kulusevski,19,Sweden,Right Winger,RW,£900Th.,Parma Calcio 1913,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/dejan-kulusevski/profil/spieler/431755
Atalanta BC,Emanuele Suagher,26,Italy,Centre-Back,CB,£270Th.,Ternana Calcio,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/emanuele-suagher/profil/spieler/163600
Atalanta BC,Martin Skrtel,34,Slovakia,Centre-Back,CB,£1.53m,Istanbul Basaksehir FK,Turkey,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/martin-skrtel/profil/spieler/24180
Atalanta BC,Alberto Alari,20,Italy,Centre-Back,CB,£68Th.,FC Südtirol,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alberto-alari/profil/spieler/392953
Atalanta BC,Roberto Ranieri,22,Italy,Central Midfield,CM,£135Th.,AC Renate,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/roberto-ranieri/profil/spieler/337388
Atalanta BC,Davide Ghidini,21,Italy,Central Midfield,CM,£68Th.,USD Caravaggio,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/davide-ghidini/profil/spieler/389579
Atalanta BC,Isnik Alimi,25,Albania,Central Midfield,CM,£135Th.,Imolese Calcio 1919,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/isnik-alimi/profil/spieler/204659
Atalanta BC,Fabio Eguelfi,24,Italy,Left-Back,LB,£360Th.,Frosinone Calcio,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/fabio-eguelfi/profil/spieler/200192
Atalanta BC,Anton Kresic,23,Croatia,Centre-Back,CB,£270Th.,Calcio Padova,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/anton-kresic/profil/spieler/226080
Atalanta BC,Alessandro Santopadre,20,Italy,Goalkeeper,GK,£90Th.,Rimini FC,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-santopadre/profil/spieler/395102
Atalanta BC,Matteo Pessina,22,Italy,Central Midfield,CM,£1.35m,Hellas Verona,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/matteo-pessina/profil/spieler/332179
Atalanta BC,Stefano Mazzini,20,Italy,Goalkeeper,GK,£68Th.,US Città di Pontedera,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/stefano-mazzini/profil/spieler/346528
Atalanta BC,Thomas Bolis,20,Italy,Defensive Midfield,DM,£135Th.,Piacenza Calcio 1919,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/thomas-bolis/profil/spieler/389578
Atalanta BC,Enrico Zanoni,19,Italy,Left-Back,LB,£90Th.,AS Gubbio 1910,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/enrico-zanoni/profil/spieler/392958
Atalanta BC,Roberto Taliento,20,Italy,Goalkeeper,GK,£68Th.,FC Südtirol,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/roberto-taliento/profil/spieler/392951
Atalanta BC,Alberto Dossena,20,Italy,Centre-Back,CB,£270Th.,US Alessandria Calcio 1912,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alberto-dossena/profil/spieler/385394
Atalanta BC,Tiziano Tulissi,22,Italy,Right Winger,RW,£203Th.,Modena FC 2018,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/tiziano-tulissi/profil/spieler/287737
Atalanta BC,Matteo Salvi,20,Italy,Centre-Back,CB,£45Th.,US Città di Pontedera,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/matteo-salvi/profil/spieler/458096
Atalanta BC,Nicolas Haas,23,Switzerland,Central Midfield,CM,£1.80m,Frosinone Calcio,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolas-haas/profil/spieler/192638
Atalanta BC,Alessandro Mallamo,20,Italy,Left Winger,LW,£203Th.,SS Juve Stabia,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-mallamo/profil/spieler/346560
Atalanta BC,Giacomo Parigi,23,Italy,Centre-Forward,CF,£90Th.,Olbia Calcio 1905,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/giacomo-parigi/profil/spieler/254708
Atalanta BC,Nicolò Fazzi,24,Italy,Right Midfield,RM,£270Th.,Calcio Padova,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolo-fazzi/profil/spieler/197744
Atalanta BC,Simone Mazzocchi,20,Italy,Centre-Forward,CF,£135Th.,FC Südtirol,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/simone-mazzocchi/profil/spieler/337809
Atalanta BC,Christian Capone,20,Italy,Left Winger,LW,£1.17m,AC Perugia Calcio,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/christian-capone/profil/spieler/315856
Atalanta BC,Stefano Marchetti,21,Italy,Centre-Back,CB,£90Th.,AC Renate,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/stefano-marchetti/profil/spieler/392586
Atalanta BC,Alessandro Eleuteri,21,Italy,Right Midfield,RM,£225Th.,Feralpisalò,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-eleuteri/profil/spieler/320658
Atalanta BC,Christian Mora,21,Italy,Right-Back,RB,£203Th.,AS Cittadella,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/christian-mora/profil/spieler/301239
Atalanta BC,Boris Radunović,23,Serbia,Goalkeeper,GK,£810Th.,Hellas Verona,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/boris-radunovi%C4%87/profil/spieler/258482
Atalanta BC,Riccardo Gatti,22,Italy,Centre-Back,CB,£113Th.,Alma Juventus Fano 1906,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/riccardo-gatti/profil/spieler/337385
Atalanta BC,Emmanuel Latte Lath,20,Cote d'Ivoire,Right Winger,RW,£225Th.,Imolese Calcio 1919,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/emmanuel-latte-lath/profil/spieler/392964
Atalanta BC,Mario Pugliese,23,Italy,Central Midfield,CM,£135Th.,US Vibonese,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/mario-pugliese/profil/spieler/238986
Atalanta BC,Lorenzo Migliorelli,21,Italy,Left-Back,LB,£113Th.,Robur Siena,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/lorenzo-migliorelli/profil/spieler/352663
Atalanta BC,Gabriel Lunetta,23,Italy,Left Winger,LW,£180Th.,Reggio Audace FC,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/gabriel-lunetta/profil/spieler/287710
Atalanta BC,Gaetano Monachello,25,Italy,Centre-Forward,CF,£450Th.,Pordenone Calcio,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/gaetano-monachello/profil/spieler/162952
Atalanta BC,Luca Vido,22,Italy,Centre-Forward,CF,£2.25m,FC Crotone,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-vido/profil/spieler/264514
Atalanta BC,Marco Varnier,21,Italy,Centre-Back,CB,£2.25m,AC Pisa 1909,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/marco-varnier/profil/spieler/362981
Atalanta BC,Doudou Mangni,26,Italy,Centre-Forward,CF,£135Th.,US Catanzaro,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/doudou-mangni/profil/spieler/197480
Atalanta BC,Aimone Calì,22,Italy,Centre-Forward,CF,-,US Catanzaro,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/aimone-cali/profil/spieler/324230
Atalanta BC,Patrick Asmah,23,Ghana,Left-Back,LB,£180Th.,,Without Club,-,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/patrick-asmah/profil/spieler/358753
Atalanta BC,Federico Chiossi,20,Italy,Central Midfield,CM,£45Th.,,Without Club,-,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/federico-chiossi/profil/spieler/394875
Atalanta BC,Nicolas La Vigna,22,Italy,Defensive Midfield,DM,£158Th.,,Without Club,-,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolas-la-vigna/profil/spieler/337387
Atalanta BC,Marco Varnier,21,Italy,Centre-Back,CB,£2.25m,AS Cittadella,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/marco-varnier/profil/spieler/362981
Bologna FC 1909,Erick Pulgar,25,Chile,Defensive Midfield,DM,£9.00m,ACF Fiorentina,Italy,£9.00m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/erick-pulgar/profil/spieler/215616
Bologna FC 1909,Filip Helander,26,Sweden,Centre-Back,CB,£1.80m,Rangers FC,Scotland,£3.51m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/filip-helander/profil/spieler/198067
Bologna FC 1909,Alex Ferrari,25,Italy,Centre-Back,CB,£1.35m,UC Sampdoria,Italy,£3.24m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alex-ferrari/profil/spieler/197491
Bologna FC 1909,Felipe Avenatti,26,Uruguay,Centre-Forward,CF,£4.50m,Standard Liège,Belgium,£3.15m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/felipe-avenatti/profil/spieler/216375
Bologna FC 1909,Ádám Nagy,24,Hungary,Defensive Midfield,DM,£1.80m,Bristol City,England,£2.25m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/adam-nagy/profil/spieler/368559
Bologna FC 1909,Emil Krafth,24,Sweden,Right-Back,RB,£2.25m,SC Amiens,France,£1.80m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/emil-krafth/profil/spieler/184528
Bologna FC 1909,Sebastien De Maio,32,France,Centre-Back,CB,£900Th.,Udinese Calcio,Italy,£1.35m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/sebastien-de-maio/profil/spieler/56830
Bologna FC 1909,Lorenzo Colli,22,Italy,Attacking Midfield,AM,£68Th.,Virtus Castelfranco,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/lorenzo-colli/profil/spieler/299524
Bologna FC 1909,Nicolás Domínguez,21,Argentina,Central Midfield,CM,£11.25m,Club Atlético Vélez Sarsfield,Argentina,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolas-dominguez/profil/spieler/497291
Bologna FC 1909,Giordano Trovade,21,Italy,Central Midfield,CM,£68Th.,FC Südtirol,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/giordano-trovade/profil/spieler/395091
Bologna FC 1909,Caio Vinicius Pirana,20,Brazil,Goalkeeper,GK,£68Th.,Polisportiva Tamai,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/caio-vinicius-pirana/profil/spieler/541232
Bologna FC 1909,Antonio Santurro,27,Italy,Goalkeeper,GK,£90Th.,US Sambenedettese,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/antonio-santurro/profil/spieler/130388
Bologna FC 1909,Arturo Calabresi,23,Italy,Centre-Back,CB,£1.62m,SC Amiens,France,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/arturo-calabresi/profil/spieler/240897
Bologna FC 1909,Juan Manuel Valencia,21,Colombia,Attacking Midfield,AM,£270Th.,Cesena FC,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/juan-manuel-valencia/profil/spieler/474621
Bologna FC 1909,Kingsley Michael,20,Nigeria,Central Midfield,CM,£900Th.,US Cremonese,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/kingsley-michael/profil/spieler/401920
Bologna FC 1909,Federico Ravaglia,19,Italy,Goalkeeper,GK,£45Th.,AS Gubbio 1910,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/federico-ravaglia/profil/spieler/390304
Bologna FC 1909,Hamza El Kaouakibi,21,Morocco,Right-Back,RB,£90Th.,Piacenza Calcio 1919,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/hamza-el-kaouakibi/profil/spieler/395089
Bologna FC 1909,Godfred Donsah,23,Ghana,Central Midfield,CM,£6.30m,Cercle Brugge ,Belgium,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/godfred-donsah/profil/spieler/291266
Bologna FC 1909,Fabrizio Brignani,21,Italy,Centre-Back,CB,£113Th.,Cesena FC,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/fabrizio-brignani/profil/spieler/355791
Bologna FC 1909,Diego Falcinelli,28,Italy,Centre-Forward,CF,£2.70m,AC Perugia Calcio,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/diego-falcinelli/profil/spieler/119115
Bologna FC 1909,Lassi Lappalainen,20,Finland,Left Winger,LW,£225Th.,Montreal Impact,United States,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/lassi-lappalainen/profil/spieler/322993
Bologna FC 1909,Luca Rizzo,27,Italy,Central Midfield,CM,£720Th.,AS Livorno,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-rizzo/profil/spieler/167895
Bologna FC 1909,César Falletti,26,Uruguay,Attacking Midfield,AM,£1.80m,Club Tijuana,Mexico,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/cesar-falletti/profil/spieler/218306
Bologna FC 1909,Alessandro Bianconi,20,Italy,Centre-Back,CB,£68Th.,Como 1907,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-bianconi/profil/spieler/395123
Bologna FC 1909,Andrea Vassallo,21,Italy,Left Winger,LW,£135Th.,,Without Club,-,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-vassallo/profil/spieler/319727
Bologna FC 1909,Lorenzo Crisetig,26,Italy,Defensive Midfield,DM,£720Th.,,Without Club,-,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/lorenzo-crisetig/profil/spieler/110928
Bologna FC 1909,Aaron Mattia Tabacchi,21,Italy,Right Winger,RW,£23Th.,,Retired,-,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/aaron-mattia-tabacchi/profil/spieler/353998
Bologna FC 1909,Riccardo Orsolini,22,Italy,Right Winger,RW,£13.50m,Juventus FC,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/riccardo-orsolini/profil/spieler/368482
Bologna FC 1909,Roberto Soriano,28,Italy,Central Midfield,CM,£6.30m,Villarreal CF,Spain,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/roberto-soriano/profil/spieler/63186
Bologna FC 1909,Lyanco,22,Brazil,Centre-Back,CB,£7.20m,Torino FC,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/lyanco/profil/spieler/379807
Bologna FC 1909,Danilo,35,Brazil,Centre-Back,CB,£720Th.,Udinese Calcio,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/danilo/profil/spieler/32816
Bologna FC 1909,Simone Edera,22,Italy,Right Winger,RW,£900Th.,Torino FC,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/simone-edera/profil/spieler/340070
Bologna FC 1909,Federico Mattiello,23,Italy,Right-Back,RB,£2.25m,Atalanta BC,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/federico-mattiello/profil/spieler/200194
Bologna FC 1909,Nicola Sansone,27,Italy,Left Winger,LW,£6.75m,Villarreal CF,Spain,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/nicola-sansone/profil/spieler/82048
Brescia Calcio,Biagio Meccariello,28,Italy,Centre-Back,CB,£540Th.,US Lecce,Italy,£90Th.,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/biagio-meccariello/profil/spieler/124002
Brescia Calcio,Paolo Bastianello,21,Italy,Goalkeeper,GK,£45Th.,Frosinone Calcio,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/paolo-bastianello/profil/spieler/523971
Brescia Calcio,Luca Miracoli,27,Italy,Centre-Forward,CF,£270Th.,Como 1907,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-miracoli/profil/spieler/129616
Brescia Calcio,Edoardo Lancini,25,Italy,Centre-Back,CB,£180Th.,SSD Palermo,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/edoardo-lancini/profil/spieler/197898
Brescia Calcio,Alessandro Martinelli,26,Switzerland,Central Midfield,CM,£450Th.,SSD Palermo,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-martinelli/profil/spieler/167889
Brescia Calcio,Simone Ferrari,20,Italy,Central Midfield,CM,£68Th.,US Pergolettese 1932,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/simone-ferrari/profil/spieler/395875
Brescia Calcio,Jacopo Dall'Oglio,27,Italy,Defensive Midfield,DM,£270Th.,Calcio Catania,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/jacopo-dalloglio/profil/spieler/167443
Brescia Calcio,Matteo Cortesi,21,Italy,Centre-Forward,CF,£135Th.,AS Giana Erminio,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/matteo-cortesi/profil/spieler/336636
Brescia Calcio,Alberto Boniotti,24,Italy,Right-Back,RB,£45Th.,,Without Club,-,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alberto-boniotti/profil/spieler/213878
Brescia Calcio,Ales Mateju,23,Czech Republic,Left-Back,LB,£1.53m,Brighton & Hove Albion,England,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/ales-mateju/profil/spieler/242078
Brescia Calcio,Simone Romagnoli,29,Italy,Centre-Back,CB,£1.71m,FC Empoli,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/simone-romagnoli/profil/spieler/88706
Brescia Calcio,Luigi Carillo,22,Italy,Centre-Back,CB,£90Th.,Genoa CFC,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luigi-carillo/profil/spieler/240338
Brescia Calcio,Alejandro Rodríguez,27,Spain,Centre-Forward,CF,£360Th.,Chievo Verona,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alejandro-rodriguez/profil/spieler/169533
Brescia Calcio,Luca Tremolada,27,Italy,Attacking Midfield,AM,£810Th.,Virtus Entella,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-tremolada/profil/spieler/88713
Brescia Calcio,Bruno Martella,26,Italy,Left-Back,LB,£1.62m,FC Crotone,Italy,"End of loanJun 30, 2019",Out,2019,s,serie-a,https://www.transfermarkt.co.uk/bruno-martella/profil/spieler/164108
Cagliari Calcio,Nicolò Barella,22,Italy,Central Midfield,CM,£32.40m,Inter Milan,Italy,Loan fee:£10.80m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolo-barella/profil/spieler/255942
Cagliari Calcio,Diego Farias,29,Brazil,Second Striker,SS,£4.05m,US Lecce,Italy,Loan fee:£1.35m,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/diego-farias/profil/spieler/83877
Cagliari Calcio,Matteo Cotali,22,Italy,Left-Back,LB,£135Th.,Chievo Verona,Italy,£720Th.,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/matteo-cotali/profil/spieler/382567
Cagliari Calcio,Simone Padoin,35,Italy,Central Midfield,CM,£450Th.,Ascoli Calcio,Italy,Free transfer,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/simone-padoin/profil/spieler/56703
Cagliari Calcio,Marko Pajac,26,Croatia,Left Midfield,LM,£1.35m,Genoa CFC,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/marko-pajac/profil/spieler/190634
Cagliari Calcio,Kiril Despodov,22,Bulgaria,Right Winger,RW,£2.70m,SK Sturm Graz,Austria,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/kiril-despodov/profil/spieler/221540
Cagliari Calcio,Filippo Romagna,22,Italy,Centre-Back,CB,£5.40m,US Sassuolo,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/filippo-romagna/profil/spieler/256678
Cagliari Calcio,Alessandro Capello,23,Italy,Centre-Forward,CF,£540Th.,Venezia FC,Italy,?,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-capello/profil/spieler/200190
Cagliari Calcio,Kwang-song Han,20,"Korea, North",Centre-Forward,CF,£3.60m,Juventus U23,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/kwang-song-han/profil/spieler/402193
Cagliari Calcio,Damir Ceter,21,Colombia,Centre-Forward,CF,£540Th.,Chievo Verona,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/damir-ceter/profil/spieler/460898
Cagliari Calcio,Luca Crosta,21,Italy,Goalkeeper,GK,£180Th.,Olbia Calcio 1905,Italy,Loan,Out,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-crosta/profil/spieler/265077
